City,Year,Sport,Discipline,Event,Gender,Country,Medal,Players
Seoul,1988,Fencing,Fencing,foil team,Men,Soviet Union,Gold,"MAMEDOV, Ilgar"
Seoul,1988,Fencing,Fencing,foil individual,Men,Soviet Union,Bronze,"ROMANKOV, Aleksander"
Seoul,1988,Fencing,Fencing,sabre individual,Men,France,Gold,"LAMOUR, Jean-Francois"
Seoul,1988,Fencing,Fencing,sabre individual,Men,Italy,Bronze,"SCALZO, Giovanni"
Seoul,1988,Fencing,Fencing,foil team,Women,Hungary,Bronze,"TUSCHAK, Katalin"
Seoul,1988,Fencing,Fencing,épée team,Men,France,Gold,"RIBOUD, Philippe"
Seoul,1988,Fencing,Fencing,sabre team,Men,Hungary,Gold,"NEBALD, György"
Seoul,1988,Fencing,Fencing,foil team,Men,Hungary,Bronze,"SZELEI, Istvan"
Seoul,1988,Fencing,Fencing,foil team,Women,Italy,Silver,"ZALAFFI, Margherita"
Seoul,1988,Fencing,Fencing,sabre team,Men,Italy,Bronze,"DALLA BARBA, Gianfranco"
Seoul,1988,Fencing,Fencing,foil team,Women,Hungary,Bronze,"SZOCS, Zsuzsa"
Seoul,1988,Fencing,Fencing,épée team,Men,West Germany,Silver,"GERULL, Thomas"
Seoul,1988,Fencing,Fencing,épée individual,Men,Soviet Union,Bronze,"CHOUVALOV, Andrei"
Seoul,1988,Fencing,Fencing,sabre team,Men,Italy,Bronze,"SCALZO, Giovanni"
Seoul,1988,Fencing,Fencing,épée team,Men,France,Gold,"SRECKI, Eric"
Seoul,1988,Fencing,Fencing,foil team,Women,Hungary,Bronze,"KOVACS, Edit"
Seoul,1988,Fencing,Fencing,foil individual,Women,West Germany,Gold,"FICHTEL-MAURITZ, Anja"
Seoul,1988,Fencing,Fencing,sabre team,Men,Soviet Union,Silver,"KORYAKIN, Sergei"
Seoul,1988,Fencing,Fencing,épée team,Men,Soviet Union,Bronze,"KOLOBKOV, Pavel"
Seoul,1988,Fencing,Fencing,sabre team,Men,Hungary,Gold,"GEDOVARI, Imre"
Seoul,1988,Fencing,Fencing,foil team,Men,Hungary,Bronze,"BUSA, Istvan"
Seoul,1988,Fencing,Fencing,épée team,Men,France,Gold,"HENRY, Jean-Michel"
Seoul,1988,Fencing,Fencing,épée team,Men,France,Gold,"LENGLET, Olivier"
Seoul,1988,Fencing,Fencing,sabre team,Men,Hungary,Gold,"SZABO, Bence"
Seoul,1988,Fencing,Fencing,sabre team,Men,Soviet Union,Silver,"ALSHAN, Andrei"
Seoul,1988,Fencing,Fencing,foil team,Men,Hungary,Bronze,"SZEKERES, Pal"
Seoul,1988,Fencing,Fencing,sabre team,Men,Soviet Union,Silver,"POGOSSOV, Gueorgui"
Seoul,1988,Fencing,Fencing,sabre team,Men,Soviet Union,Silver,"MINDIRGASOV, Sergei"
Seoul,1988,Fencing,Fencing,foil team,Women,West Germany,Gold,"WEBER, Christiane"
Seoul,1988,Fencing,Fencing,foil team,Women,Hungary,Bronze,"JANOSI-NEMETH, Zsuzsanna"
Seoul,1988,Fencing,Fencing,épée team,Men,Soviet Union,Bronze,"TISHKO, Mikhail"
Seoul,1988,Fencing,Fencing,foil individual,Women,West Germany,Silver,"BAU, Sabine Christiane"
Seoul,1988,Fencing,Fencing,foil team,Men,Soviet Union,Gold,"ROMANKOV, Aleksander"
Seoul,1988,Fencing,Fencing,foil team,Women,Italy,Silver,"VACCARONI, Dorina"
Seoul,1988,Fencing,Fencing,foil individual,Men,East Germany,Silver,"WAGNER, Udo"
Seoul,1988,Fencing,Fencing,épée individual,Men,France,Silver,"RIBOUD, Philippe"
Seoul,1988,Fencing,Fencing,épée team,Men,France,Gold,"DELPLA, Frederic"
Seoul,1988,Fencing,Fencing,foil team,Women,Italy,Silver,"GANDOLFI, Annapia"
Seoul,1988,Fencing,Fencing,sabre team,Men,Italy,Bronze,"CAVALIERE, Massimo"
Seoul,1988,Fencing,Fencing,foil team,Men,West Germany,Silver,"BEHR, Matthias"
Seoul,1988,Fencing,Fencing,foil team,Women,Italy,Silver,"TRAVERSA, Lucia"
Seoul,1988,Fencing,Fencing,foil individual,Women,West Germany,Bronze,"FUNKENHAUSER, Zita-Eva"
Seoul,1988,Fencing,Fencing,sabre individual,Men,Poland,Silver,"OLECH, Janusz"
Seoul,1988,Fencing,Fencing,épée team,Men,West Germany,Silver,"FISCHER, Volker"
Seoul,1988,Fencing,Fencing,foil team,Women,Italy,Silver,"BORTOLOZZI BORELLA, Francesca"
Seoul,1988,Fencing,Fencing,sabre team,Men,Hungary,Gold,"CSONGRADI, Laszlo"
Seoul,1988,Fencing,Fencing,sabre team,Men,Soviet Union,Silver,"BURTSEV, Mikhail"
Seoul,1988,Fencing,Fencing,foil team,Women,West Germany,Gold,"FICHTEL-MAURITZ, Anja"
Seoul,1988,Fencing,Fencing,foil team,Men,West Germany,Silver,"WEIDNER, Thorsten"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"DOBROVOLSKI, Igor"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"FERREIRA, Jose"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"KHARIN, Dmitri"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"ALVES, Aloisio"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"TATARCHUK, Vladimir"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"FACH, Holger"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"WALTER, Fritz"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"BORODYUK, Aleksandr"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"YAROVENKO, Yevgeni"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"ANDRADE DA SILVA, Jorge Luiz"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"CANDIDO, Valdo"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"GORLUKOVICH, Sergei"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"BOMMER, Rudolf"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"HORSTER, Thomas"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"SAUER, Gunnar"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"SANTOS BATISTA, Joao"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"WINCK, Luiz Carlos"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"MERGEN TAFFAREL, Claudio Andre"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"CHEREDNIK, Aleksei"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"SAVICHEV, Yuri"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"LOSEV, Viktor"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"SIEVERS, Ralf"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"HASSLER, Thomas"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"PONOMAREV, Igor"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"YANONIS, Arvidas"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"DE AMORIM CAMPOS, Jorge"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"PRUDNIKOV, Aleksei"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"ARAUJO, Jose"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"CRUZ, Andre"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"FUNKEL, Wolfgang"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"NASCIMENTO, Iomar"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"MIKHAILICHENKO, Aleksei"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"RECK, Oliver"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"GRAHAMMER, Roland"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"RAIMUNDO, Ricardo"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"NARBEKOVAS, Arminas"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"WUTTKE, Wolfram"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"SCHULZ, Michael"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"KAMPS, Uwe"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"BERNARDES DOS SANTOS, Edmar"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"DONIZETE LUIZ, Sergio"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"RIEDLE, Karlheinz"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"BEBETO, Jose Roberto"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"KUZNETSOV, Yevgeni"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"DE SOUZA FARIA, Romario"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"FOKIN, Sergei"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"TISHCHENKO, Vadim"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"LYUTYI, Vladimir"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"MILL, Frank"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"DE SOUZA, Hamilton"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"DE SOUZA FILHO, Milton"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"KLINSMANN, Jurgen"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"KETASHVILI, Gela"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"KERCHNER, Nelson"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"SCHREIER, Christian"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"ROQUE KAEFER, Ademir"
Seoul,1988,Football,Football,football,Men,Brazil,Silver,"SILVA, Geovani"
Seoul,1988,Football,Football,football,Men,Soviet Union,Gold,"SKLYAROV, Igor"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"KLEPPINGER, Gerhard"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"JANSSEN, Olaf"
Seoul,1988,Football,Football,football,Men,West Germany,Bronze,"GOERTZ, Armin"
Seoul,1988,Gymnastics,Artistic G.,parallel bars,Men,Soviet Union,Gold,"ARTEMOV, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Japan,Bronze,"SATO, Toshiharu"
Seoul,1988,Gymnastics,Artistic G.,vault,Men,East Germany,Silver,"KROLL, Sylvio"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Women,Romania,Gold,"SILIVAS, Daniela"
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,Men,East Germany,Bronze,"BEHRENDT, Holger"
Seoul,1988,Gymnastics,Artistic G.,rings,Men,East Germany,Bronze,"TIPPELT, Sven"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Soviet Union,Gold,"BOGINSKAYA, Svetlana"
Seoul,1988,Gymnastics,Artistic G.,pommel horse,Men,Soviet Union,Gold,"BILOZERCHEV, Dmitri"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Men,Japan,Bronze,"IKETANI, Yukio"
Seoul,1988,Gymnastics,Artistic G.,uneven bars,Women,Romania,Gold,"SILIVAS, Daniela"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Soviet Union,Gold,"STRAZHEVA, Olga"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,East Germany,Bronze,"THÜMMLER, Dörte"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Romania,Silver,"POTORAC, Gabriela"
Seoul,1988,Gymnastics,Artistic G.,parallel bars,Men,East Germany,Bronze,"TIPPELT, Sven"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Soviet Union,Gold,"BAITOVA, Svetlana"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,East Germany,Bronze,"SCHIEFERDECKER, Bettina"
Seoul,1988,Gymnastics,Artistic G.,rings,Men,East Germany,Gold,"BEHRENDT, Holger"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Soviet Union,Gold,"ARTEMOV, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,vault,Women,Romania,Silver,"POTORAC, Gabriela"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Women,Bulgaria,Bronze,"DOUDEVA, Diana"
Seoul,1988,Gymnastics,Artistic G.,uneven bars,Women,East Germany,Silver,"KERSTEN, Dagmar"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,East Germany,Bronze,"KERSTEN, Dagmar"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Soviet Union,Gold,"NOVIKOV, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Soviet Union,Gold,"SHUSHUNOVA, Elena"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,East Germany,Silver,"HOFFMANN, Ulf"
Seoul,1988,Gymnastics,Artistic G.,vault,Women,Soviet Union,Gold,"BOGINSKAYA, Svetlana"
Seoul,1988,Gymnastics,Artistic G.,balance beam,Women,Romania,Gold,"SILIVAS, Daniela"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Men,Soviet Union,Gold,"KHARIKOV, Serguei"
Seoul,1988,Gymnastics,Artistic G.,vault,Men,"Korea, South",Bronze,"PARK, Jong-Hoon"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Japan,Bronze,"YAMADA, Takahiro"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Soviet Union,Gold,"BILOZERCHEV, Dmitri"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,East Germany,Bronze,"KLOTZ, Ulrike"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Japan,Bronze,"IKETANI, Yukio"
Seoul,1988,Gymnastics,Artistic G.,individual all-round,Women,Soviet Union,Bronze,"BOGINSKAYA, Svetlana"
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,Men,Romania,Bronze,"GHERMAN, Marius Costel"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Japan,Bronze,"MIZUSHIMA, Koichi"
Seoul,1988,Gymnastics,Artistic G.,pommel horse,Men,Hungary,Gold,"BORKAI, Zsolt"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Soviet Union,Gold,"KHARIKOV, Serguei"
Seoul,1988,Gymnastics,Artistic G.,individual all-round,Men,Soviet Union,Gold,"ARTEMOV, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,balance beam,Women,Romania,Bronze,"POTORAC, Gabriela"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,East Germany,Silver,"TIPPELT, Sven"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Japan,Bronze,"KONISHI, Hiriyuki"
Seoul,1988,Gymnastics,Artistic G.,pommel horse,Men,Bulgaria,Gold,"GERASKOV, Lubomir"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Men,Soviet Union,Silver,"ARTEMOV, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,uneven bars,Women,Soviet Union,Bronze,"SHUSHUNOVA, Elena"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Romania,Silver,"SILIVAS, Daniela"
Seoul,1988,Gymnastics,Artistic G.,parallel bars,Men,Soviet Union,Silver,"LIOUKINE, Valeri"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Women,Soviet Union,Silver,"BOGINSKAYA, Svetlana"
Seoul,1988,Gymnastics,Artistic G.,individual all-round,Women,Romania,Silver,"SILIVAS, Daniela"
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,Men,Soviet Union,Gold,"LIOUKINE, Valeri"
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,Men,Soviet Union,Gold,"ARTEMOV, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,individual all-round,Men,Soviet Union,Silver,"LIOUKINE, Valeri"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Romania,Silver,"POPA, Celestina"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,East Germany,Bronze,"JENTSCH, Martina"
Seoul,1988,Gymnastics,Artistic G.,balance beam,Women,Soviet Union,Silver,"SHUSHUNOVA, Elena"
Seoul,1988,Gymnastics,Artistic G.,vault,Men,China,Gold,"LOU, Yun"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Romania,Silver,"DOBRE, Aurelia"
Seoul,1988,Gymnastics,Artistic G.,balance beam,Women,United States,Bronze,"MILLS, Phoebe Lan"
Seoul,1988,Gymnastics,Artistic G.,floor exercises,Men,China,Bronze,"LOU, Yun"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,East Germany,Silver,"BEHRENDT, Holger"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Romania,Silver,"GOLEA, Eugenia"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,East Germany,Bronze,"FÄHNRICH, Gabriele"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,East Germany,Silver,"KROLL, Sylvio"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,East Germany,Silver,"BÜCHNER, Ralf"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,East Germany,Silver,"WECKER, Andreas"
Seoul,1988,Gymnastics,Artistic G.,rings,Men,Soviet Union,Gold,"BILOZERCHEV, Dmitri"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Soviet Union,Gold,"SHEVCHENKO, Elena"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Soviet Union,Gold,"GOGOLADZE, Vladimir"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Romania,Silver,"VOINEA, Camelia"
Seoul,1988,Gymnastics,Artistic G.,individual all-round,Women,Soviet Union,Gold,"SHUSHUNOVA, Elena"
Seoul,1988,Gymnastics,Artistic G.,vault,Women,Romania,Bronze,"SILIVAS, Daniela"
Seoul,1988,Gymnastics,Artistic G.,individual all-round,Men,Soviet Union,Bronze,"BILOZERCHEV, Dmitri"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Soviet Union,Gold,"LIOUKINE, Valeri"
Seoul,1988,Gymnastics,Artistic G.,team competition,Men,Japan,Bronze,"NISHIKAWA, Daisuke"
Seoul,1988,Gymnastics,Artistic G.,team competition,Women,Soviet Union,Gold,"LACHTCHENOVA, Natalia"
Seoul,1988,Gymnastics,Rhythmic G.,individual all-round,Women,Soviet Union,Gold,"LOBATCH, Marina"
Seoul,1988,Gymnastics,Rhythmic G.,individual all-round,Women,Bulgaria,Silver,"DUNAVSKA, Adriana"
Seoul,1988,Gymnastics,Rhythmic G.,individual all-round,Women,Soviet Union,Bronze,"TIMOSHENKO, Alexandra"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"HAN, Hyun-Sook"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"HOLPERT, Jozef"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"LIM, Mi-Kyung"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"SHEVTSOV, Yuri"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"HOGNESS, Hanne"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"KIM, Hyun-Mee"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"SONG, Ji-Hyun"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"LAVROV, Andrey"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"NOVITSKI, Valdemar"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"KARSHAKEVICH, Aleksandr"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"MIDTHUN, Kristin"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"PETTERSEN, Karin"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"HALTVIK, Trine"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"PORTNER, Zlatko"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"SARACEVIC, Zlatko"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"MITRYUK, Natalya"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"VUJOVIC, Veselin"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"RYMANOV, Aleksandr"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"YOON, Tae-Il"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"MANKOVA, Svetlana"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"MEMIC, Muhamed"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"ELIASSON, Marthe"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"SUK, Min-Hee"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"PUSNIK, Rolando"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"KANG, Jae-Won"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"TOVSTOGAN, Yevgeniya"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"TUCHKIN, Alexandre"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"SVIRIDENKO, Georgi"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"LAPITSKAYA, Natalya"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"KIM, Myung-Soon"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"CHUMAK, Igor"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"KUZMANOVSKI, Slobodan"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"SKOTVOLL, Annette"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"JARAK, Boris"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"KARLOVA, Larisa"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"GUSEVA, Elina"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"STEEN, Ingrid"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"PUC, Iztok"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"RNIC, Momir"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"SMAJLAGIC, Irfan"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"SHIM, Jae-Hong"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"SUNG, Kyung-Hwa"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"SON, Mi-Ha"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"ATAVIN, Vyacheslav"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"GOKSOR, Susann"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"NEMASHKALO, Elena"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"KIM, Kyung-Soon"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"ANDERSEN, Kjerstin"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"PARK, Young-Dae"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"DIANDIGAVA, Tatyana"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"CHOI, Suk-Jae"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"KIM, Jae-Hwan"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"ANISIMOVA, Natalya"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"DIGRE, Berit"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"GORB, Tatyana"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"LEE, Sang-Hyo"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"PARK, Do-Hun"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"VASILIEV, Mikhail"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"LIM, Jin-Suk"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"HEGH, Hanne"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"MORSKOVA, Natalia"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"KOH, Suk-Chang"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"SUNDAL, Heidi"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"SINGSTAD, Karin"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"SVENDSEN, Cathrine"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"SHIN, Yung-Suk"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"TURCHINA, Zinaida"
Seoul,1988,Handball,Handball,handball,Women,Norway,Silver,"JOHNSEN, Vibeke"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"BASIC, Mirko"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"SHAROVAROV, Konstantin"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"ROH, Hyun-Suk"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"LEE, Ki-Soon"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"KIM, Choon-Rye"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"GOPIN, Valeri"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"NESTEROV, Yuri"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"SEMENOVA, Olga"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"BAZANOVA, Marina"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"VELIC, Ermin"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"PERKOVAC, Goran"
Seoul,1988,Handball,Handball,handball,Men,Yugoslavia,Bronze,"NACINOVIC, Alvaro"
Seoul,1988,Handball,Handball,handball,Men,"Korea, South",Silver,"OH, Young-Ki"
Seoul,1988,Handball,Handball,handball,Women,Soviet Union,Bronze,"RUSNACHENKO, Natalya"
Seoul,1988,Handball,Handball,handball,Women,"Korea, South",Gold,"KIM, Mi-Sook"
Seoul,1988,Handball,Handball,handball,Men,Soviet Union,Gold,"CHUMENTSEV, Andrei"
Seoul,1988,Hockey,Hockey,hockey,Women,"Korea, South",Silver,"CHO, Ki-Hyang"
Seoul,1988,Hockey,Hockey,hockey,Men,Netherlands,Bronze,"BENNINGA, Marc Alexander"
Seoul,1988,Hockey,Hockey,hockey,Women,"Korea, South",Silver,"SEO, Hyo-Sun"
Seoul,1988,Hockey,Hockey,hockey,Women,"Korea, South",Silver,"HAN, Ok-Kyung"
